,DATE (LT),REGION,COUNTRY,INCIDENT TYPE,VESSEL TYPE,MAERSK?,VESSEL ACTIVITY LOCATION,LAT,LONG,TIME OF DAY,ATTACKS,ATTACK SUCCESS,YEAR,MONTH,WEEK,DAY,WEEKDAY,YEAR_MONTH
654,2016-03-30,West Africa,Benin,Suspicious activity at sea,Product tanker,0,Off shore,5.86805555555556,2.2002777777777798,Night,1,0,2016,3,13,30,2,2016-03
655,2016-04-01,South Asia,Bangladesh,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,21.5655019444444,90.03845222222219,Unknown,1,0,2016,4,13,1,4,2016-04
656,2016-04-01,West Africa,Nigeria,"Failed attack, kidnap/ransom",Product tanker,0,Off shore,3.9,5.7,Morning,1,0,2016,4,13,1,4,2016-04
657,2016-04-01,South East Asia,Indonesia,Theft at anchorage,Bulk carrier,0,Anchorage,-0.24944444444444397,117.568888888889,Night,1,1,2016,4,13,1,4,2016-04
658,2016-04-01,West Africa,Cameroon,Insurgency operation,Unknown vessel type,0,Unknown,4.6614636111111105,8.51758,Evening,1,1,2016,4,13,1,4,2016-04
659,2016-04-01,South East Asia,Malaysia,Kidnap/ransom at sea,Tug,0,Off shore,4.132222222222221,118.93805555555599,Evening,1,1,2016,4,13,1,4,2016-04
660,2016-04-03,Middle East,Yemen,Counter insurgency/military operation,Unknown vessel type,0,Unknown,14.5357327777778,49.1384125,Unknown,1,1,2016,4,13,3,6,2016-04
661,2016-04-03,South East Asia,Indonesia,"Failed attack, theft",Container ship,0,Anchorage,-4.01555555555556,106.900833333333,Evening,1,0,2016,4,13,3,6,2016-04
662,2016-04-05,West Africa,Nigeria,Armed robbery at sea,Other,0,Off shore,4.7,6.7833333333333306,Unknown,1,1,2016,4,14,5,1,2016-04
663,2016-04-06,South East Asia,Singapore,Theft at sea,Tug,0,Off shore,1.26944444444444,104.088888888889,Evening,1,1,2016,4,14,6,2,2016-04
664,2016-04-07,West Africa,Nigeria,"Failed attack, kidnap/ransom",Crude oil tanker,0,Off shore,3.30166666666667,5.385833333333331,Morning,1,0,2016,4,14,7,3,2016-04
665,2016-04-07,West Africa,Nigeria,"Failed attack, kidnap/ransom",Merchant vessel,0,Off shore,3.3333333333333304,5.33333333333333,Evening,1,0,2016,4,14,7,3,2016-04
666,2016-04-10,West Africa,Nigeria,Suspicious activity at sea,Merchant vessel,0,Off shore,3.2666666666666697,5.93333333333333,Night,1,0,2016,4,14,10,6,2016-04
667,2016-04-10,West Africa,Nigeria,"Failed attack, kidnap/ransom",Crude oil tanker,0,Off shore,3.3333333333333304,5.41666666666667,Morning,1,0,2016,4,14,10,6,2016-04
668,2016-04-10,South East Asia,Philippines,Theft at anchorage,Other,0,Anchorage,13.755658333333301,121.033630277778,Night,1,1,2016,4,14,10,6,2016-04
669,2016-04-11,West Africa,Nigeria,Kidnap/ransom at sea,Product tanker,0,Off shore,2.8,6.68333333333333,Night,1,1,2016,4,15,11,0,2016-04
670,2016-04-11,West Africa,Nigeria,Kidnap/ransom at sea,Container ship,0,Off shore,4.13333333333333,5.4,Evening,1,1,2016,4,15,11,0,2016-04
671,2016-04-11,Americas,Colombia,Theft at anchorage,Bulk carrier,0,Anchorage,3.8676800000000005,-76.90859222222221,Evening,1,1,2016,4,15,11,0,2016-04
672,2016-04-12,South East Asia,Singapore,"Failed attack, theft",Other,0,Off shore,1.21348555555556,104.05288694444401,Unknown,1,0,2016,4,15,12,1,2016-04
673,2016-04-12,South East Asia,Indonesia,Theft at anchorage,Container ship,0,Anchorage,-5.1,110.366666666667,Morning,1,1,2016,4,15,12,1,2016-04
674,2016-04-13,West Africa,Nigeria,"Failed attack, kidnap/ransom",Tug,0,Off shore,4.25,8.0,Night,1,0,2016,4,15,13,2,2016-04
675,2016-04-14,West Africa,Ghana,"Failed attack, theft",Merchant vessel,0,Anchorage,4.9,-0.35,Night,1,0,2016,4,15,14,3,2016-04
676,2016-04-14,West Africa,Nigeria,Kidnap/ransom at sea,Other,0,Off shore,4.64940027777778,8.33184222222222,Night,1,1,2016,4,15,14,3,2016-04
677,2016-04-15,West Africa,Nigeria,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,3.9032341666666697,6.7332458333333305,Unknown,1,0,2016,4,15,15,4,2016-04
678,2016-04-15,West Africa,Togo,Other maritime risk,Container ship,0,Anchorage,6.08798388888889,1.26514444444444,Morning,1,1,2016,4,15,15,4,2016-04
679,2016-04-15,East Africa,Somalia,Other maritime risk,Merchant vessel,0,Unknown,12.568333333333301,61.5844444444444,Afternoon,1,1,2016,4,15,15,4,2016-04
680,2016-04-15,South East Asia,Malaysia,Kidnap/ransom at sea,Tug,0,Off shore,4.568055555555559,119.95,Evening,1,1,2016,4,15,15,4,2016-04
681,2016-04-15,West Africa,Nigeria,Kidnap/ransom at sea,Other,0,Off shore,4.6426505555555595,8.33523277777778,Evening,1,1,2016,4,15,15,4,2016-04
682,2016-04-16,South East Asia,Indonesia,"Failed attack, theft",Other,0,Off shore,1.40277777777778,104.566666666667,Night,1,0,2016,4,15,16,5,2016-04
683,2016-04-17,South East Asia,Indonesia,"Failed attack, theft",General cargo vessel,0,Off shore,1.5,104.866666666667,Evening,1,0,2016,4,15,17,6,2016-04
684,2016-04-18,West Africa,Nigeria,"Failed attack, kidnap/ransom",Product tanker,0,Off shore,3.9,5.63416666666667,Afternoon,1,0,2016,4,16,18,0,2016-04
685,2016-04-19,South East Asia,Indonesia,"Failed attack, theft",Chemical tanker,0,Anchorage,3.93333333333333,98.75,Night,1,0,2016,4,16,19,1,2016-04
686,2016-04-19,West Africa,Nigeria,"Failed attack, kidnap/ransom",Supply vessel,0,Off shore,3.61666666666667,4.75,Morning,1,0,2016,4,16,19,1,2016-04
687,2016-04-19,West Africa,Nigeria,Kidnap/ransom at sea,Supply vessel,0,Off shore,3.05166666666667,4.83333333333333,Afternoon,1,1,2016,4,16,19,1,2016-04
688,2016-04-19,West Africa,Nigeria,"Failed attack, kidnap/ransom",Crude oil tanker,0,Off shore,3.88333333333333,5.36666666666667,Evening,1,0,2016,4,16,19,1,2016-04
689,2016-04-20,West Africa,Nigeria,Suspicious activity at sea,Gas tanker,0,Off shore,4.11666666666667,6.85,Night,1,0,2016,4,16,20,2,2016-04
690,2016-04-20,West Africa,Nigeria,"Failed attack, kidnap/ransom",Supply vessel,0,Off shore,3.65111111111111,6.1183333333333305,Morning,1,0,2016,4,16,20,2,2016-04
691,2016-04-21,Americas,Peru,"Failed attack, theft",Product tanker,0,Anchorage,-11.9963888888889,-76.77444444444441,Evening,1,0,2016,4,16,21,3,2016-04
692,2016-04-21,South East Asia,Philippines,Suspicious activity at sea,Bulk carrier,0,Off shore,10.6333333333333,120.566666666667,Evening,1,0,2016,4,16,21,3,2016-04
693,2016-04-23,North East Asia,China,Theft at sea,Tanker,0,Anchorage,37.834722222222204,120.03333333333299,Night,1,1,2016,4,16,23,5,2016-04
694,2016-04-23,West Africa,Nigeria,Hijacking at sea,Unknown vessel type,0,Off shore,4.3087536111111095,6.22856138888889,Unknown,1,1,2016,4,16,23,5,2016-04
695,2016-04-24,Middle East,Yemen,Other maritime risk,Tanker,0,Unknown,14.418888888888901,49.133333333333304,Evening,1,1,2016,4,16,24,6,2016-04
696,2016-04-25,West Africa,Congo,Theft at anchorage,Supply vessel,0,Anchorage,-3.25,11.833333333333302,Night,1,1,2016,4,17,25,0,2016-04
697,2016-04-25,South East Asia,Singapore,Theft at anchorage,Other,0,Anchorage,1.15,103.9525,Morning,1,1,2016,4,17,25,0,2016-04
698,2016-04-25,North East Asia,China,"Failed attack, theft",Bulk carrier,0,Berth,35.35,119.53333333333299,Evening,1,0,2016,4,17,25,0,2016-04
699,2016-04-26,Middle East,Yemen,Counter insurgency/military operation,Unknown vessel type,0,Unknown,14.5171211111111,49.1631316666667,Unknown,1,1,2016,4,17,26,1,2016-04
700,2016-04-27,South East Asia,Malaysia,Suspicious activity at sea,Tug,0,Off shore,5.66666666666667,114.33,Morning,1,0,2016,4,17,27,2,2016-04
701,2016-04-28,West Africa,Nigeria,"Failed attack, kidnap/ransom",Tanker,0,Off shore,3.93333333333333,4.75,Morning,1,0,2016,4,17,28,3,2016-04
702,2016-04-28,West Africa,Nigeria,"Failed attack, kidnap/ransom",Tanker,0,Off shore,4.33333333333333,4.45,Afternoon,1,0,2016,4,17,28,3,2016-04
703,2016-04-29,North East Asia,China,Theft at anchorage,Bulk carrier,0,Anchorage,38.9305555555556,119.23888888888901,Night,1,1,2016,4,17,29,4,2016-04
704,2016-04-30,South Asia,India,Theft at anchorage,Crude oil tanker,0,Anchorage,17.5944444444444,83.425,Morning,1,1,2016,4,17,30,5,2016-04
705,2016-05-01,West Africa,Nigeria,"Failed attack, robbery",Passenger vessel,0,Off shore,4.56666666666667,8.28333333333333,Morning,1,0,2016,5,17,1,6,2016-05
706,2016-05-02,East Africa,Kenya,Theft at berth,Product tanker,0,Berth,-3.9353127777777797,39.6836469444444,Night,1,1,2016,5,18,2,0,2016-05
707,2016-05-03,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.65,7.5,Unknown,1,1,2016,5,18,3,1,2016-05
708,2016-05-03,West Africa,Congo,Theft at anchorage,Merchant vessel,0,Anchorage,-4.15,13.433333333333302,Night,1,1,2016,5,18,3,1,2016-05
709,2016-05-03,West Africa,Nigeria,Kidnap/ransom at anchorage,Passenger vessel,0,Anchorage,4.48333333333333,6.33333333333333,Morning,1,1,2016,5,18,3,1,2016-05
710,2016-05-03,Americas,Colombia,Theft at anchorage,Other,0,Anchorage,10.3111111111111,-74.4388888888889,Night,1,1,2016,5,18,3,1,2016-05
711,2016-05-03,West Africa,Nigeria,"Failed attack, kidnap/ransom",Other,0,Off shore,4.621084444444441,6.23817444444444,Afternoon,1,0,2016,5,18,3,1,2016-05
712,2016-05-04,West Africa,Nigeria,"Failed attack, kidnap/ransom",Product tanker,0,Off shore,3.9002777777777795,5.285,Night,1,0,2016,5,18,4,2,2016-05
713,2016-05-04,South East Asia,Indonesia,Theft at sea,Bulk carrier,0,Off shore,-0.666666666666667,116.866666666667,Night,1,1,2016,5,18,4,2,2016-05
714,2016-05-04,South East Asia,Indonesia,Armed robbery at anchorage,Bulk carrier,0,Anchorage,-0.00416666666666667,117.666666666667,Night,1,1,2016,5,18,4,2,2016-05
715,2016-05-04,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.58796777777778,5.12632361111111,Evening,1,1,2016,5,18,4,2,2016-05
716,2016-05-05,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.55311416666667,5.43685916666667,Evening,1,1,2016,5,18,5,3,2016-05
717,2016-05-05,West Africa,Nigeria,"Failed attack, kidnap/ransom",Crude oil tanker,0,Off shore,3.85,5.383611111111111,Afternoon,1,0,2016,5,18,5,3,2016-05
718,2016-05-05,West Africa,Nigeria,"Failed attack, kidnap/ransom",Product tanker,0,Off shore,3.9008333333333303,5.5002777777777805,Night,1,0,2016,5,18,5,3,2016-05
719,2016-05-05,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.66272416666667,5.275840555555559,Unknown,1,1,2016,5,18,5,3,2016-05
720,2016-05-05,Middle East,Yemen,Notice,Unknown vessel type,0,Unknown,12.7330497222222,44.7789,Unknown,1,0,2016,5,18,5,3,2016-05
721,2016-05-07,West Africa,Nigeria,"Failed attack, kidnap/ransom",Product tanker,0,Off shore,3.7,5.16666666666667,Afternoon,1,0,2016,5,18,7,5,2016-05
722,2016-05-07,South East Asia,Indonesia,Hijacking at sea,Product tanker,0,Off shore,-1.91196027777778,108.599853333333,Evening,1,1,2016,5,18,7,5,2016-05
723,2016-05-08,South East Asia,Indonesia,Theft at anchorage,Bulk carrier,0,Anchorage,-0.687522222222222,116.820373333333,Unknown,1,1,2016,5,18,8,6,2016-05
724,2016-05-08,South Asia,India,"Failed attack, theft",Gas tanker,0,Anchorage,17.6169444444444,83.3666666666667,Morning,1,0,2016,5,18,8,6,2016-05
725,2016-05-08,South East Asia,Malaysia,"Failed attack, theft",Product tanker,0,Off shore,3.3333333333333304,109.6,Evening,1,0,2016,5,18,8,6,2016-05
726,2016-05-09,South East Asia,Indonesia,Anti-piracy/naval operation,Tanker,0,Unknown,-4.61803833333333,112.97790527777799,Afternoon,1,0,2016,5,19,9,0,2016-05
727,2016-05-09,South East Asia,Vietnam,Theft at anchorage,Container ship,0,Anchorage,10.1833333333333,107.066666666667,Evening,1,1,2016,5,19,9,0,2016-05
728,2016-05-09,West Africa,Togo,Suspicious activity at sea,Tanker,0,Anchorage,6.0,1.31666666666667,Evening,1,0,2016,5,19,9,0,2016-05
729,2016-05-11,West Africa,Togo,"Failed attack, theft",Product tanker,0,Anchorage,6.0852777777777805,1.25,Night,1,0,2016,5,19,11,2,2016-05
730,2016-05-12,Americas,Venezuela,Armed robbery at anchorage,Gas tanker,0,Anchorage,10.1841666666667,-63.2166666666667,Evening,1,1,2016,5,19,12,3,2016-05
731,2016-05-13,South East Asia,Indonesia,"Failed attack, theft",Tug,0,Off shore,1.2251558333333301,104.039153888889,Unknown,1,0,2016,5,19,13,4,2016-05
732,2016-05-13,West Africa,Nigeria,"Failed attack, kidnap/ransom",Crude oil tanker,0,Off shore,3.95,7.05,Morning,1,0,2016,5,19,13,4,2016-05
733,2016-05-13,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.651961944444441,5.281505555555559,Unknown,1,1,2016,5,19,13,4,2016-05
734,2016-05-14,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.538078888888889,5.5357361111111105,Unknown,1,1,2016,5,19,14,5,2016-05
735,2016-05-14,South Asia,India,Theft at berth,Gas tanker,0,Berth,22.9849455555556,70.2307891666667,Night,1,1,2016,5,19,14,5,2016-05
736,2016-05-14,West Africa,Nigeria,Counter insurgency/military operation,Unknown vessel type,0,Unknown,5.61865,5.3287125,Unknown,1,1,2016,5,19,14,5,2016-05
737,2016-05-15,West Africa,Nigeria,Activism,Unknown vessel type,0,Unknown,6.50158138888889,3.35975638888889,Unknown,1,0,2016,5,19,15,6,2016-05
738,2016-05-15,South Asia,Bangladesh,"Failed attack, theft",Container ship,0,Anchorage,22.1,91.75,Night,1,0,2016,5,19,15,6,2016-05
739,2016-05-16,East Africa,Somalia,Suspicious activity at sea,Container ship,0,Off shore,14.75,50.9666666666667,Morning,1,0,2016,5,20,16,0,2016-05
740,2016-05-17,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.1536055555555595,6.19834888888889,Evening,1,1,2016,5,20,17,1,2016-05
741,2016-05-18,South East Asia,Indonesia,Theft at anchorage,Bulk carrier,0,Anchorage,-0.2,117.566666666667,Night,1,1,2016,5,20,18,2,2016-05
742,2016-05-19,South East Asia,Singapore,Theft at anchorage,Other,0,Anchorage,1.18333333333333,103.95,Night,1,1,2016,5,20,19,3,2016-05
743,2016-05-20,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.48323027777778,5.726451944444441,Unknown,1,1,2016,5,20,20,4,2016-05
744,2016-05-21,South East Asia,Indonesia,"Failed attack, theft",Tug,0,Anchorage,1.16666666666667,103.96666666666701,Night,1,0,2016,5,20,21,5,2016-05
745,2016-05-21,South East Asia,Singapore,"Failed attack, robbery",Other,0,Anchorage,0.0,103.98765555555599,Night,1,0,2016,5,20,21,5,2016-05
746,2016-05-21,South East Asia,Indonesia,Theft at anchorage,Product tanker,0,Anchorage,-6.0,106.9,Night,1,1,2016,5,20,21,5,2016-05
747,2016-05-22,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,4.36191805555556,6.29516583333333,Night,1,1,2016,5,20,22,6,2016-05
748,2016-05-22,Middle East,Turkey,Other maritime risk,Unknown vessel type,0,Unknown,36.0896155555556,35.893707222222204,Unknown,1,1,2016,5,20,22,6,2016-05
749,2016-05-22,West Africa,Nigeria,Kidnap/ransom at sea,Fishing vessel,0,Off shore,4.45,7.7166666666666694,Evening,1,1,2016,5,20,22,6,2016-05
750,2016-05-23,West Africa,Sierra Leone,Anti-piracy/naval operation,Unknown vessel type,0,Unknown,8.99360055555555,-12.5142822222222,Unknown,1,0,2016,5,21,23,0,2016-05
751,2016-05-23,West Africa,Sierra Leone,"Failed attack, robbery",Fishing vessel,0,Off shore,9.01937138888889,-12.5925597222222,Unknown,1,0,2016,5,21,23,0,2016-05
752,2016-05-23,East Africa,South Africa,Theft at berth,Gas tanker,0,Berth,-28.115833333333303,31.044444444444398,Evening,1,1,2016,5,21,23,0,2016-05
753,2016-05-25,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.63244666666667,5.200095,Unknown,1,1,2016,5,21,25,2,2016-05
754,2016-05-28,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,4.45800416666667,6.40708916666667,Night,1,1,2016,5,21,28,5,2016-05
755,2016-05-28,West Africa,Nigeria,Counter insurgency/military operation,Unknown vessel type,0,Unknown,5.591043055555559,5.290946944444441,Afternoon,1,1,2016,5,21,28,5,2016-05
756,2016-06-01,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Off shore,5.6397052777777805,5.23535,Morning,1,1,2016,6,22,1,2,2016-06
757,2016-06-01,West Africa,Nigeria,Insurgency operation,Other,0,Off shore,5.568055555555559,5.6513888888888895,Evening,1,1,2016,6,22,1,2,2016-06
758,2016-06-02,South East Asia,Malaysia,Hijacking at sea,Tug,0,Off shore,3.2888713888888903,112.885894722222,Unknown,1,1,2016,6,22,2,3,2016-06
759,2016-06-03,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,4.54357027777778,6.097411944444441,Night,1,1,2016,6,22,3,4,2016-06
760,2016-06-04,South East Asia,Malaysia,Suspicious activity at sea,Product tanker,0,Off shore,6.12963138888889,103.787841666667,Night,1,0,2016,6,22,4,5,2016-06
761,2016-06-04,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,4.324501388888891,6.28417972222222,Unknown,1,1,2016,6,22,4,5,2016-06
762,2016-06-06,West Africa,Nigeria,Counter insurgency/military operation,Unknown vessel type,0,Unknown,5.62010194444445,5.19061083333333,Unknown,1,1,2016,6,23,6,0,2016-06
763,2016-06-06,West Africa,Nigeria,Suspicious activity at sea,Product tanker,0,Off shore,5.36861111111111,2.4008333333333303,Unknown,1,0,2016,6,23,6,0,2016-06
764,2016-06-08,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.65055277777778,5.211510555555559,Night,1,1,2016,6,23,8,2,2016-06
765,2016-06-08,West Africa,Nigeria,Notice,Unknown vessel type,0,Unknown,5.58318416666667,-0.10493055555555601,Unknown,1,0,2016,6,23,8,2,2016-06
766,2016-06-08,South Asia,Bangladesh,Kidnap/ransom at sea,Unknown vessel type,0,Unknown,21.9166666666667,89.1833333333333,Morning,1,1,2016,6,23,8,2,2016-06
767,2016-06-09,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.55858166666667,5.37008277777778,Evening,1,1,2016,6,23,9,3,2016-06
768,2016-06-10,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,4.31666666666667,6.26666666666667,Night,1,1,2016,6,23,10,4,2016-06
769,2016-06-11,North Africa,Libya,Counter insurgency/military operation,Unknown vessel type,0,Unknown,31.2128013888889,16.5948486111111,Unknown,1,1,2016,6,23,11,5,2016-06
770,2016-06-13,West Africa,Nigeria,Kidnap/ransom at sea,Passenger vessel,0,Off shore,6.409743888888889,4.28604111111111,Unknown,1,1,2016,6,24,13,0,2016-06
771,2016-06-13,Americas,Bahamas,Other maritime risk,Other,0,Off shore,23.467276388888898,-77.85974111111109,Morning,1,1,2016,6,24,13,0,2016-06
772,2016-06-13,West Africa,Angola,"Failed attack, robbery",Product tanker,0,Anchorage,-7.26472222222222,13.2858333333333,Evening,1,0,2016,6,24,13,0,2016-06
773,2016-06-14,South Asia,Bangladesh,Kidnap/ransom at sea,Fishing vessel,0,Off shore,21.3395241666667,90.3460691666667,Unknown,1,1,2016,6,24,14,1,2016-06
774,2016-06-14,South Asia,Bangladesh,Armed robbery at anchorage,Container ship,0,Anchorage,22.1333333333333,91.7333333333333,Night,1,1,2016,6,24,14,1,2016-06
775,2016-06-15,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,6.50799333333333,4.02099611111111,Unknown,1,1,2016,6,24,15,2,2016-06
776,2016-06-16,South East Asia,Indonesia,Armed robbery at anchorage,Other,0,Anchorage,1.16714694444444,103.97563916666701,Night,1,1,2016,6,24,16,3,2016-06
777,2016-06-16,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,4.66666666666667,7.7166666666666694,Night,1,1,2016,6,24,16,3,2016-06
778,2016-06-16,South East Asia,Papua New Guinea,Suspicious activity at sea,Other,0,Off shore,8.28416666666667,150.884444444444,Morning,1,0,2016,6,24,16,3,2016-06
779,2016-06-17,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,4.66666666666667,7.1,Unknown,1,1,2016,6,24,17,4,2016-06
780,2016-06-18,South East Asia,Indonesia,"Failed attack, robbery",Product tanker,0,Anchorage,1.6858333333333302,101.48388888888901,Night,1,0,2016,6,24,18,5,2016-06
781,2016-06-18,South East Asia,Indonesia,Suspicious activity at anchor,Other,0,Anchorage,1.15787916666667,103.98799888888901,Night,1,0,2016,6,24,18,5,2016-06
782,2016-06-18,South East Asia,Singapore,Theft at sea,Other,0,Off shore,1.1625,103.704166666667,Afternoon,1,1,2016,6,24,18,5,2016-06
783,2016-06-20,South East Asia,Philippines,Kidnap/ransom at sea,Tug,0,Off shore,2.73444444444444,119.592777777778,Morning,1,1,2016,6,25,20,0,2016-06
784,2016-06-21,South East Asia,Indonesia,Armed robbery at anchorage,Bulk carrier,0,Anchorage,1.6958333333333302,101.510277777778,Night,1,1,2016,6,25,21,1,2016-06
785,2016-06-21,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,0.0,6.67694083333333,Night,1,1,2016,6,25,21,1,2016-06
786,2016-06-23,West Africa,Nigeria,Insurgency operation,Unknown vessel type,0,Unknown,5.394538888888889,6.792983888888889,Night,1,1,2016,6,25,23,3,2016-06
787,2016-06-25,Americas,Colombia,Theft at anchorage,Product tanker,0,Anchorage,10.3019444444444,-74.46444444444451,Night,1,1,2016,6,25,25,5,2016-06
788,2016-06-25,West Africa,Nigeria,Kidnap/ransom at sea,Supply vessel,0,Off shore,4.43333333333333,7.45,Evening,1,1,2016,6,25,25,5,2016-06
789,2016-06-26,Americas,Peru,Theft at anchorage,Bulk carrier,0,Anchorage,-11.983333333333302,-76.8166666666667,Night,1,1,2016,6,25,26,6,2016-06
790,2016-06-26,West Africa,Nigeria,Kidnap/ransom at sea,Fishing vessel,0,Off shore,4.4,7.91666666666667,Night,1,1,2016,6,25,26,6,2016-06
791,2016-06-27,West Africa,Nigeria,Other maritime risk,Unknown vessel type,0,Unknown,4.19741138888889,4.87792972222222,Unknown,1,1,2016,6,26,27,0,2016-06
792,2016-06-27,West Africa,Nigeria,Kidnap/ransom at sea,Other,0,Off shore,4.48333333333333,7.66666666666667,Afternoon,1,1,2016,6,26,27,0,2016-06
793,2016-06-27,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,6.46833333333333,3.8677777777777798,Afternoon,1,1,2016,6,26,27,0,2016-06
794,2016-06-28,South Asia,Bangladesh,Kidnap/ransom at sea,Unknown vessel type,0,Off shore,22.205206388888897,89.4712827777778,Unknown,1,1,2016,6,26,28,1,2016-06
795,2016-06-28,South East Asia,Indonesia,"Failed attack, theft",Crude oil tanker,0,Anchorage,-0.5333333333333329,116.8,Night,1,0,2016,6,26,28,1,2016-06
796,2016-06-28,South East Asia,Indonesia,Theft at anchorage,Crude oil tanker,0,Anchorage,-0.7105886111111109,116.792907777778,Night,1,1,2016,6,26,28,1,2016-06
797,2016-06-28,Middle East,Turkey,"Terrorist attack, bombing",Unknown vessel type,0,Unknown,40.989746388888896,28.8031483333333,Unknown,1,1,2016,6,26,28,1,2016-06
798,2016-06-29,South Asia,Bangladesh,Kidnap/ransom at sea,Unknown vessel type,0,Off shore,22.103454166666697,89.9038697222222,Morning,1,1,2016,6,26,29,2,2016-06
799,2016-06-29,North Africa,Libya,Anti-piracy/naval operation,Product tanker,0,Unknown,33.3901727777778,12.3980711111111,Morning,1,0,2016,6,26,29,2,2016-06
800,2016-06-29,South East Asia,Indonesia,Armed robbery at sea,Product tanker,0,Off shore,3.0,105.166666666667,Night,1,1,2016,6,26,29,2,2016-06
801,2016-06-29,West Africa,Nigeria,Armed robbery at sea,Passenger vessel,0,Off shore,0.0,6.26666666666667,Unknown,1,1,2016,6,26,29,2,2016-06
